"Title","EmbedCode","Summary_A","Summary_B","Selection"
"P 1631 82797","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/wRIZyBatvr8"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses the candidate's education plan, which includes 100,000 more teachers to lower class sizes and to help middle-class families by providing a $10,000 deduction every year for college tuition. The candidate strives to make education a main priority for the country.","The candidate describes his policy goals in education as a priority, in comparison to his opponent. He explains his plans in education accountability, smaller classroom sizes with more teachers for better learning, and making college tuition payments tax deductible and more affordable for middle-class families.","2;1"
"P 1498 74101","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/ybm2Y_hH2Tc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate asks the people of Minnesota for their help in the election. He emphasizes Minnesota's need for progressive federal policy that will protect agriculture which has declined due to the past and present individuals in office. He emphasizes that he will provide the strong and progressive administration the people need.","The candidate explains why Minnesotans ought to vote for him. Minnesota would benefit from his progressive federal policies to protect declining agriculture, which would get worse under the opposing candidate. He calls for increased jobs, better education, and elderly medical care. His progressive campaign is what Minnesota needs.","1;2"
"P 1190 35257","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/2yHBUscdRcI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement compares the economic ideals of the candidate and his opponent. While the candidate's economic policies include cutting taxes, cutting spending, creating jobs, and growth, the opponent's policies only include raising taxes. The candidate's plans are said to work for Americans while the opposing candidate works against Americans.","The ad compares the two candidates and their methods for dealing with the nation's economy. It specifically discusses taxes, spending, jobs, and growth. The ad emphasizes that the candidate's economics works for the people while the opposing candidate's economics works against the people.","1;2"
"P 358 9904","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/9or4wTEpQ2Y"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement shows a bomb explosion. It recounts the opposing candidate's reckless statement about nuclear weapons. This alludes to the common Cold War mentality and fear of nuclear war. Viewers are urged to vote for the candidate on Election Day, as the stakes are too high.","The ad utilizes what the opposing candidate said about the setting off of the nuclear bomb as merely being another weapon, to advocate voters to choose Johnson. The ad strives to utilize this comment to show how the stakes are too high in the election and that there is a lot to lose.","1;3"
"P 507 94878","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/DwV8o9DzIRc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses how troops have been left in countries and are slow-burning fuses to war. It emphasizes how the vice president and president agree on leaving troops as bargaining chips. The candidate is disappointed in having the sons of the country as bargaining chips and urges the people to vote for new leadership.","The advertisement describes the president's sending troops to Central America as """"advisors"""" to the countries. Here, the troops await war while they serve as bodyguards to dictators. The vice president supports this action being done with American soldiers. The candidate, however, knows this is wrong and would get them out.","1;2"
"P 374 30448","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/ELVinOCD_10"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate is shown delivering the State of the Union address at the beginning of the term as president. The narrator echoes the candidate's resolve and accomplishments, as the ad displays a message urging voters to support the candidate in the election. ","The current president gives the State of the Union, emphasizing the desire in America for strength, freedom, and peace entering into the new decade. He claims that this America can be achieved working together. The advertisement explains the presidential candidate to be a man of resolve and achievement. ","1;3"
"P 475 96893","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/EvX3yaiVKeg"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","In a scolding tone, a female narrator chastises the opposing candidate, depicted as an incompetent child by voice, for budget discrepancies. The opposing candidate is forced to admit to overspending by neglecting permanent tax costs, implementing a prescription drug plan, and proposing Social Security privatization. ","The ad discusses the opposing candidate's budgets and how the numbers do not add up and the candidate has overspent by 6 trillion dollars. These hidden costs are examined and the ad criticizes the candidate, breaking apart the math as a teacher as if the candidate were a child.","1;2"
"P 1197 52122","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/F7Y5Aliw5fg"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad starts out with a scene regarding the candidate's past in the navy and goes on to emphasize his belief in preserving peace through a strong national defense. The candidate's record in diplomacy and as Director of the C.I.A. is used to portray him as a president who is already ready for the position.","Film showing soldiers rescuing a downed American flyer in Japanese-patrolled waters during World War II. That flyer was the presidential candidate. His goal is to maintain peace with strong national defense. His experience in diplomacy and as director of the CIA make the candidate an excellent leader.","2;1"
"P 1154 50000","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/FpO-oYwqlZ0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad accuses the opposing candidate of dodging debates and attacking the candidate. The ad states facts about the candidate such as job growth within Arkansas, the low tax burden, and the large move from welfare to work. The ad strives to show how the candidate has a great record.","The advertisement explains that the current president, and opposing candidate, has been attacking the candidate and avoiding debates. When focusing on the record, however, it appears that the state the candidate governs is doing better than the country in terms of economic performance. The candidate challenges the president on this.","2;1"
"P 1182 51824","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/Hq4CgJbP0ZU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate is said to take advantage of every possibility to encourage exchanges between free men; these exchanges can lead to genuine peace which is extremely important, especially the Middle East. The president is labeled as more of a peacemaker than recent presidents and is said to understand the hope and promise America holds.","The advertisement describes Abraham Lincoln's idea that America was the world's last hope, and this has guided the course of the candidate's presidency. He has served as an international figure on peace and has put peace above any personal gains. With this goal in mind, the candidate seeks re-election.","2;1"
"P 359 9968","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/IQnLNhavI_4"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate gives a speech to an audience. He emphasizes, regardless of personal politics, that what he has to say is important. He explains, in the context of social reform, that if a peaceful change is impossible, then a violent change is inevitable. This advises the importance of peaceful change. ","The ad features a candidate giving a speech urging the people to take one thing away from this regardless of their party affiliation, etc.: if a peaceful change of conditions plaguing current society is impossible, then a violent change is inevitable. ","3;1"
"P 500 94375","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/M4cOa7ZAEz4"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate stands next to stacks of papers indicated to be Congress's federal budget. He explains that the president cannot choose which parts of the budget to support, but he could with a line-item veto that would allow for lower federal debt. This is why the candidate should be president.","The candidate speaks on the federal budget given to the president by Congress and how the president must buy it all or say no to everything. The candidate emphasizes that if the president could have item vetos, the federal deficit could be cut, and urges for action which he can do.","2;1"
"P 500 94360","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/NmM0nZW5Rk0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement describes the candidate's various experiences: outing corruption as a news editor, working for civil rights as a state legislator and lieutenant governor, and serving as a congressman and senator. His story is one of hope and being able to believe again.","The ad discusses the candidate's past as an editor who exposed corruption, an Illinois legislator and lieutenant governor who risked his career over civil rights, and then as a congressman and senator battling for arms control, education, and jobs. The ad portrays the candidate as someone of hope, courage, and principle.","1;3"
"P 1051 43133","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/OYEevxgHATM"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","Voters in New Hampshire describe their concerns with the current president. They explain that the president has failed in his promises that he made to them in economic policy especially, and they can no longer trust him. The viewers are urged to send a message by voting for the candidate.","Individuals around the country speak on an opposing candidate's inability to follow through, labeling it as betrayal. They speak on the different issues he went against his word on and how they affected them personally. The candidate urges the people to vote for him and send a message to the opposing candidate.","1;2"
"P 1051 43126","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/PG4CD0rZQB0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","With patriotic music playing, the candidate explains the need for a president who can stand up to Congress. As president, he would demand a hiring and spending freeze, enact a moratorium on new federal regulations, limit spending, and place term limits on Congress. He calls for a """"new American revolution.""""","The candidate urges the people to vote for someone who will stand up against Congress. The candidate says he will do exactly this and work to stop wasteful spending, put term limits on every member of Congress, and demand a hiring and spending freeze. As president, he will create a new American revolution.","1;2"
"P 1009 40497","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/SjcOHwt24Uo"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A senator speaks on his views of the candidate. He says that the candidate has necessary and new answers. The senator tells a story of a long-term Democrat being frustrated with the Vietnam war and inadequate paychecks and pensions. This Democrat chooses to vote for the Republican candidate.","A Senator of Tennessee speaks about the candidate and how he will get votes potentially from unexpected groups: those who never voted Republican but now have children or family in Vietnam, those who are concerned about paying their bills, etc. More people will vote for the candidate when considering their children's futures.","2;1"
"P 1009 40490","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/Umjh7iaZhM4"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A senator spokesperson converses about the candidate's resolution, knowledge, and purpose that is crucial for addressing foreign policy issues. Emphasizing the candidate's ability to maintain military strength as key to negotiating peace, especially in the Middle-East, the senator expresses approval for the candidate's foreign policy management capability. ","A senator of New York discusses the candidate and how he has the strengths to deal with the foreign policy of the country at that time, such as resolution, purpose, and knowledgeability. He says electing this candidate will help work on correctly negotiating peace and running foreign policy.","2;3"
"P 387 30797","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/UsX7c8C9wQc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate introduces himself while photographing various farm scenes, emphasizing Iowa's beauty as a reflection of America's strength. The candidate seeks out leadership that strengthens farming education and export programs and urges viewers in agreement to take part in the caucus in order to restore America's special strengths. ","The candidate appeals to Iowa farmers and the state's strengths in America. He supports policies that would allow for greater food production, trade offensives, and farm export promotion. The Iowa caucuses are emphasized as special, and the candidate urges Iowans to take part to help make America special again.","3;1"
"P 1232 57581","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/VyHaEZ9kex0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad critiques an opponent for giving weekend passes to murderers not eligible for parole, vetoing mandatory sentences for drug dealers, and opposing the death penalty. The ad uses all of these to ask the voters who they can really count on to be tough.","The advertisement compares the opposing candidate's policies on crime to the candidate. The opponent is portrayed as weak on issues of parole, mandatory sentencing, and capital punishment for police officer murders. The candidate, on the other hand, can be counted on for being tough on crime with his experienced leadership.","2;1"
"P 1064 43975","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/XvgSx9shFtQ"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","Focusing on a photo of the candidate, the narrator emphasizes the candidate's importance to the United States. A young first-time voter highlights their generation's desire for peace and progress without compromising national security. They express their intention to vote for the candidate based on their perceived commitment to safeguarding voter interests. ","The advertisement shows a student and first-time voter explaining his voting plans. His generation wants peace and progress without sacrificing national security, and this candidate is the one who can provide that. He will vote for the candidate because he thinks he will best protect his interests.","1;3"
"P 316 8988","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/_PwIPr40mjE"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","A dairy farmer describes his concerns with inferior-quality dairy imports coming to the United States and necessary legislation to prevent this. Such legislation would protect dairy farmers and American consumers. The advertisement ends with the assurance that the candidate is the one to address these concerns.","A Wisconsin dairy farmer advocates for legislation to uphold high-quality dairy standards from a farm, expressing concern over inferior imports negatively impacting domestic farmers and consumers. The narrator asserts that the endorsed candidate could bet the solution to address and solve these concerns. ","2;1"
"P 1033 42062","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/ahVNtk4YoXk"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad features a candidate advocating for the US to win the economic competition and peace by becoming a military, economic, and export superpower. The candidate emphasizes that there are two versions to do so: the opposing candidate wants to look inward while the candidate will look forward by making immense changes.","The candidate describes a world in transition, and thus, America must also transition. America must be a superpower in the economy, military, and exports. While being incredibly patriotic in his speech, he outlines needed policies in economic, legal, health, workforce, and education fields to move America into the new century.","2;1"
"P 1012 40696","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/bCD4myTnyVI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The opposing candidate from the same party is wrong about the candidate. The candidate plans to stimulate the economy through tax cuts for the middle class with tax increases for the rich, while the opposing candidate disapproves of such a policy. The opponent represents the old party style.","The ad criticizes the opposing candidate for having the wrong facts about the candidate he is attacking. The ad clears this up by stating that the candidate is not for tax breaks for the rich but the exact opposite. The opposing candidate is criticized for being an old-style negative democrat. ","2;1"
"P 1289 59973","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/bIfuzyuOq-Q"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad features a speech by the candidate about America in 1980 and how by working together, they brought interest rates down, inflation down, and got America working again. The ad strives to show how the candidate's leadership is working and will continue to. ","The advertisement displays images of a stagnant economy with rising inflation as how the nation was in 1980. Today, however, interest rates and inflation are down, Americans are working again, and the nation will carry on. The current president (and candidate) describes this as a goal for re-election.","1;2"
"P 601 114472","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/boT4guTZnqs"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses the difference between being president and running for president. He emphasizes how political slogans end up being worth nothing after elections. He highlights his campaign message and the importance of action with the plan he has to get the country out of Iraq. ","The candidate explains the roles of the president and candidates' promises versus actions. The candidate plans to act and has shown so through his plans to end the war in Iraq. This plan has bipartisan support. He has already shown political courage to act and would do more as president.","1;2"
"P 1190 35259","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/c7o-DT0FvXU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses how he achieved every goal that he set when campaigning in 1980; goals such as lowering inflation, crime, and taxes have been achieved. He urges voters to continue to build lasting peace and security as well as improving education, the job market, and crime with him in office as their leader. ","The current president describes his campaign promises and how he has fulfilled these in office. In seeking re-election, the candidate describes work that still needs to be done for further improvements. America doesn't stop trying to be better and always tries to be best. The candidate's leadership is working.","2;1"
"P 380 30565","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/cZ7aNeSgorQ"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad critiques the opposing candidate and questions whether someone who has sent troops all around the world and even destroyers should be the person we have in office. The ad shows that the candidate is a man of peace and is respected around the world, urging them to vote right.","The advertisement describes the opposing candidate as a hostile man who would send military to foreign nations over minor disputes, and questions whether this is the president Americans want. In comparison, the candidate is known around the world for his role in peace. The choice is up to voters.","3;2"
"P 475 96879","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/cyjIhJoYo6I"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","With tense music, the ad depicts panels of busy men alongside warnings of a special interest feeding frenzy, giving billion to drug companies, or ceding wilderness to big oil. The candidate is shown advocating and leading against these interests, endorsed with a slogan highlighting his courage to do what is right. ","The advertisement emphasizes the candidate's role in preventing special interest drug companies and oil drilling operations in America. As president, the candidate would continue these policies to lower prescription drug prices, take on the insurance industry, and make America more energy independent. Viewers are urged to support him.","1;3"
"P 1232 57589","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/d7NFB4jz9v8"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement appeals to Hispanic voters who may be affected by the presidential election. A Hispanic woman explains that with diverse needs, it is important that a president listens to Hispanic Americans. The candidate stands next to this woman and her kids, revealing that the candidate is her father-in-law.","The ad features a Hispanic woman emphasizing why this election is important. She discusses how Hispanic people now have a real chance to be heard and have a person in office who cares about their needs and traditions. The woman is the candidate's daughter-in-law and helps vouch for his credentials.","2;1"
"P 1085 45276","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/fl9u2cDabJs"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses the tax cut and how it cannot do anything for the people. He speaks on the current state of the economy and how the country is already in debt and will harm future generations by going more into debt to offer these tax cuts. He advocates """"straight talk for a change"""". ","The advertisement describes opposing candidates' policy of extreme tax cuts while comparing it with one that would create jobs. The candidate explains that this is poor policymaking because of the country's debt and the necessary borrowing this would require. The candidate wants to focus on the presidency instead of giveaways.","1;2"
"P 603 114555","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/hWbpWxG-AkM"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate is portrayed as a rare conservative in a liberal state. The candidate highlights his accomplishments, such as tax cuts and immigration law enforcement, and values, such as traditional marriage and pro-life stances. The candidate affirms the importance of standing up for conservative values. ","The advertisement describes the candidate's strength in working in the most liberal state in the country yet standing with his party's values. He has shown his ability to stand for a strong military, a strong economy, and traditional families. His values mark his ability to lead the country as president.","2;1"
"P 365 2168","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/iRYYBFRtfXI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement appeals to working-class Americans and the candidate's shared ability to conquer challenges. To this audience, he emphasizes the need for less government interference. The influence of Indiana in the presidential race is explained, and the candidate wants to earn support from the state to become president.","The ad features the candidate speaking to workers and other individuals. It highlights that this could be the year where Indiana plays a decisive role in the election and encourages voters who agree with the candidate that we must do better than we have done to vote for him.","2;1"
"P 329 1698","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/lrLA6TVqap0"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad emphasizes the importance of supporting the candidate through time or financial contributions if you believe in the candidate's necessity. Urging for support, the message highlights how donations can contribute to the candidate's presidential bid. Contact information is displayed for those willing to donate or volunteer. ","The advertisement describes other Americans who support the candidate. It explains that if viewers also support the candidate, their financial contributions are requested. Such action is necessary in order to ensure the success of the candidate. The advertisement ends listing various paths the viewer can take to make a donation. ","1;2"
"P 500 94349","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/mA-47rYYSLs"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad features an intelligent and successful student who cannot afford to go to college due to tuition and how there are many families in the same position. The candidate's college opportunity plan supports the idea that if a student has the grades for college, America should find a way to send them.","The advertisement follows Jimmy, a young American who is successful in school but does not have the financial ability or scholarships to be able to attend college. The candidate has a policy goal that Jimmy and other students like him would be able to attend college in America.","2;1"
"P 1084 45260","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/nLPvTS_iMTI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate's strong leadership is discussed, his vision to strengthen the economy and make America more competitive, to change welfare, reform the court and end fraudulent lawsuits, and reform education. The candidate emphasizes the future of America and the experience he has to shape it.","The current president is shown in the Oval Office, with claims of being the strongest leader America has seen. His new goals include strengthening the economy and making America more competitive. He also plans welfare, court, and education reform. The advertisement emphasizes his experience with America in securing its future.","1;2"
"P 1186 51958","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/oI-cSCG2YCU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement explains that the current president entered office under difficult conditions and has since turned the economy around for America. He has made hard decisions and rejected excessive spending without making empty promises. He plans to maintain economic recovery without inflation, and thus should be re-elected.","The ad exemplifies how the candidate is leading the country out of its worst recession. The ad emphasizes that he has made hard decisions, has dared to say no to spending, and as a result, has led inflation to be cut in half, helped 2 million Americans go to work, and helped America recover. ","1;2"
"P 365 2164","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/r2LsLW9LgdM"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad discusses the man that Kennedy sent around the world to speak for America in 1962 and the hope and concern he brought with him. The ad highlights his achievements and tells voters that Indiana can help pick the next president and ensure this type of action continues. ","In an Indiana targeted advertisement, the candidate is portrayed as globally experienced, having represented America around the world. The candidate is portrayed with a cheering crowd and friendly demeaner through video evidence. The footage also showcases his accomplishments around the world, establishing friendly relations and dealing with critics. ","2;3"
"P 334 15180","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/tYo8pu-rOLU"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","It is asked which candidate passed legislation to keep oil prices down. It lists every candidate but finds just one. Another question is asked about environmentalism; again, the same candidate wins here. The last question deals with exportation of American jobs, and again, the candidate comes out on top.","The ad asks viewers a series of questions regarding whose bill got passed to put a lid on oil prices, who won a highest environmental award, and who insists that we stop exporting our jobs to Russia. They all are the same candidate that the ad strives to encourage viewers to vote for.","3;1"
"P 1332 64012","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/xSNqTxLyBAI"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses how he handles matters in the South. Rather than using scapegoats, he emphasizes that they work hard and improve schools, workforce, factories, and more to outcompete the people of any nation. He urges voters to vote for him and help put America back on top.","The candidate explains that blaming everything on foreign countries is not how things are done in the South, appealing to that region's voters. His goals for America include improving schools, retraining the workforce, and modernizing factories. This would allow America to think, produce, and compete more than any other nation.","2;1"
"P 140 10498","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/0uZ-oQhnJ3k"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The narrator compares the candidate to esteemed past Democrats renowned for their approachability and relatable personas, equalities the candidate also embodies. The ad depicts scenes of the candidate interacting warmly with children, shaking hands, and smiling to convey a friendly and approachable image. ","The advertisement details a type of person that Americans want to reach out and """"touch."""" Among this group is the candidate running for president. Pictured in the video is said candidate physically embracing audiences. The candidate has worked hard for the common man, and this is what Americans want.","1;2"
"P 142 5896 wm","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/1ooE3txlwwY"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement details that the candidate is the only one in the polls who can beat the opposing party's candidate. No other member in the candidate's party has been able to beat the other party, and thus, viewers are urged to vote for the candidate.","The narrator reads from a newspaper headline declaring the candidates victory over an opposing party's candidate in a national Gallup poll. Emphasizing this achievement, the campaign ad highlights that only this candidate will be able to secure victory against the opposing party. ","1;3"
"P 36 1008","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/3cdIVdCqD4g"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The advertisement begins with a workplace closing. The opposing candidate voted against a law that would require 60 days' notice before shutting down a plant. The candidate and his running mate, however, support community and workers' rights, having passed a law that requires notification of plant closings.","Accompanied by ominous music, an image of a locked company gate is used while discussing job loss and insecurity, highlighting the importance of a law mandating prior notification of company closures. While the opposing candidate is cited to have opposed this legislation, the endorsed candidates have championed such legislation. ","2;1"
"P 214 12350","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/62zHpgnq3bE"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The ad states that presidential candidate Carter used to be for laws that protected the rights of workers when he was governor.  But now as a presidential candidate, with the support of big labor unions, he has become committed to signing a bill that would remove these right-to-work laws.","An image presented shows the opposing candidate initially on one side of the screen, supporting Right to Work laws, then flips to the other side of the screen to show him now opposing them. This inconsistency and lack of support is cited as a reason to support the endorsed candidate. ","3;2"
"P 24 373","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/6Ucmx9-HDSc"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","The candidate discusses various social issues that have led to a decline in American sentiment held by young Americans. He emphasizes that while America has its problems, it is the nation with the most opportunity, freedom, and promise for young Americans compared to any other country or government system.","The candidate discusses how young Americans have lost faith in America. He emphasizes that they are against everything. He shifts to claim that he has seen other systems and nations and can confidently say that the United States is the best and has the most opportunities for young people.","1;3"
"P 1 18","<iframe width=""""560"""" height=""""315"""" src=""""https://www.youtube.com/embed/6zJB-6_RA8c"""" frameborder=""""0"""" allow=""""accelerometer; autoplay; encrypted-media; gyroscope; picture-in-picture"""" allowfullscreen></iframe>","As part of the candidate's campaign series answering questions from Americans, a father expressed concern about assuming debt to support his family. The candidate emphasizes that this experience is shared amongst Americans that spent more than they earned, on average. Warning of serious consequences, the candidate advocates for change. ","A father stands with his son and explains personal issues with debt and supporting his family. The candidate recognizes these grievances with the current political situation. He explains that something needs to change, indicating that he is the candidate who could make that change.","3;2"
